filename,width,height,class,xmin,ymin,xmax,ymax
batch_1/000027.jpg,1537,2049,Can,668.0, 717.0,1123.0,1372.0
batch_1/000028.jpg,1537,2049,Plastic container,351.0, 460.0,1261.0,1143.0
batch_1/000030.jpg,1537,2049,Can,604.0, 1052.0,791.0,1372.0
batch_1/000031.jpg,1537,2049,Can,470.0, 1040.0,883.0,1361.0
batch_1/000042.jpg,2049,1537,Can,664.0, 619.0,903.0,889.0
batch_1/000042.jpg,2049,1537,Can,1179.0, 662.0,1465.0,927.0
batch_1/000042.jpg,2049,1537,Pop tab,753.0, 722.0,834.0,835.0
batch_1/000042.jpg,2049,1537,Pop tab,1318.0, 677.0,1383.0,775.0
batch_1/000050.jpg,1537,2049,Can,642.0, 854.0,1475.0,1658.0
batch_1/000050.jpg,1537,2049,Plastic bag & wrapper,124.0, 735.0,516.0,1285.0
batch_1/000059.jpg,1537,2049,Can,656.0, 705.0,975.0,1546.0
batch_1/000059.jpg,1537,2049,Paper,744.0, 551.0,1536.0,1328.0
batch_1/000059.jpg,1537,2049,Paper,975.0, 221.0,1536.0,547.0
batch_1/000059.jpg,1537,2049,Carton,1032.0, 281.0,1060.0,427.0
batch_1/000000.jpg,1537,2049,Bottle,710.0, 1225.0,863.0,1423.0
batch_1/000013.jpg,1537,2049,Bottle,811.0, 1123.0,1010.0,1473.0
batch_1/000015.jpg,1537,2049,Plastic bag & wrapper,1346.0, 1367.0,1537.0,1659.0
batch_1/000015.jpg,1537,2049,Plastic bag & wrapper,828.0, 1058.0,1021.0,1245.0
batch_1/000016.jpg,1537,2049,Bottle,593.0, 934.0,1025.0,1172.0
batch_1/000017.jpg,1537,2049,Bottle,713.0, 530.0,904.0,903.0
batch_1/000025.jpg,1537,2049,Can,323.0, 1055.0,810.0,1407.0
batch_1/000025.jpg,1537,2049,Pop tab,749.0, 1289.0,774.0,1375.0
batch_1/000025.jpg,1537,2049,Paper,1426.0, 1294.0,1536.0,1567.0
batch_1/000029.jpg,1537,2049,Can,652.0, 874.0,1077.0,1563.0
batch_1/000035.jpg,1537,2049,Bottle,33.0, 230.0,635.0,1546.0
batch_1/000035.jpg,1537,2049,Bottle,807.0, 103.0,1517.0,1716.0
batch_1/000035.jpg,1537,2049,Cup,886.0, 522.0,1200.0,954.0
batch_1/000037.jpg,2049,1537,Can,929.0, 557.0,1308.0,1057.0
batch_1/000037.jpg,2049,1537,Can,494.0, 531.0,866.0,1064.0
batch_1/000037.jpg,2049,1537,Can,709.0, 271.0,1005.0,753.0
batch_1/000037.jpg,2049,1537,Pop tab,658.0, 639.0,795.0,729.0
batch_1/000037.jpg,2049,1537,Pop tab,781.0, 293.0,882.0,369.0
batch_1/000045.jpg,2049,1537,Can,564.0, 1303.0,1086.0,1536.0
batch_1/000045.jpg,2049,1537,Can,0.0, 452.0,437.0,956.0
batch_1/000045.jpg,2049,1537,Can,395.0, 475.0,819.0,961.0
batch_1/000045.jpg,2049,1537,Can,804.0, 465.0,1143.0,966.0
batch_1/000045.jpg,2049,1537,Can,1128.0, 327.0,1624.0,975.0
batch_1/000045.jpg,2049,1537,Can,1583.0, 315.0,2049.0,984.0
batch_1/000038.jpg,2049,1537,Can,238.0, 686.0,639.0,1161.0
batch_1/000038.jpg,2049,1537,Can,802.0, 410.0,1215.0,754.0
batch_1/000038.jpg,2049,1537,Can,1498.0, 636.0,1903.0,1113.0
batch_1/000038.jpg,2049,1537,Pop tab,392.0, 764.0,549.0,844.0
batch_1/000038.jpg,2049,1537,Pop tab,1134.0, 570.0,1198.0,653.0
batch_1/000038.jpg,2049,1537,Pop tab,1719.0, 752.0,1859.0,850.0
batch_1/000065.JPG,3264,2448,Lid,53.0, 480.0,1094.0,1527.0
batch_1/000065.JPG,3264,2448,Lid,1414.0, 1285.0,2013.0,1879.0
batch_1/000065.JPG,3264,2448,Carton,1824.0, 475.0,2852.0,1210.0
batch_1/000065.JPG,3264,2448,Carton,1183.0, 55.0,2189.0,1109.0
batch_1/000066.JPG,3264,2448,Carton,413.0, 1120.0,1556.0,2042.0
batch_1/000067.JPG,2448,3264,Carton,31.0, 194.0,1731.0,2301.0
batch_1/000068.JPG,2448,3264,Straw,898.0, 1777.0,1668.0,1974.0
batch_1/000069.JPG,2448,3264,Can,1050.0, 1654.0,1460.0,2007.0
batch_1/000070.JPG,2448,3264,Can,1038.0, 1111.0,1293.0,1748.0
batch_1/000071.JPG,2448,3264,Carton,1024.0, 1397.0,1580.0,1989.0
batch_1/000072.JPG,2448,3264,Plastic bag & wrapper,704.0, 1301.0,1387.0,1892.0
batch_1/000072.JPG,2448,3264,Paper,1.0, 1413.0,815.0,2443.0
batch_1/000073.JPG,2448,3264,Can,940.0, 837.0,1432.0,1548.0
batch_1/000074.JPG,2448,3264,Cup,1205.0, 1905.0,1416.0,2176.0
batch_1/000076.JPG,2448,3264,Straw,603.0, 1908.0,985.0,2267.0
batch_1/000078.JPG,2448,3264,Paper bag,421.0, 1009.0,1783.0,2955.0
batch_1/000079.JPG,2448,3264,Paper bag,257.0, 1089.0,1969.0,2870.0
batch_1/000081.JPG,2448,3264,Bottle,749.0, 1972.0,1193.0,2256.0
batch_1/000081.JPG,2448,3264,Bottle cap,1135.0, 1972.0,1192.0,2063.0
batch_1/000082.JPG,2448,3264,Plastic bag & wrapper,966.0, 1399.0,1491.0,1884.0
batch_1/000083.JPG,2448,3264,Cup,942.0, 950.0,1436.0,1454.0
batch_1/000083.JPG,2448,3264,Lid,1390.0, 915.0,1668.0,1479.0
batch_1/000084.JPG,2448,3264,Cup,701.0, 2191.0,1306.0,2750.0
batch_1/000084.JPG,2448,3264,Lid,1070.0, 2180.0,1376.0,2606.0
batch_1/000084.JPG,2448,3264,Can,1090.0, 411.0,1260.0,559.0
batch_1/000084.JPG,2448,3264,Can,1905.0, 284.0,2051.0,435.0
batch_1/000085.JPG,2448,3264,Straw,871.0, 1258.0,1712.0,1571.0
batch_1/000085.JPG,2448,3264,Broken glass,1562.0, 1159.0,1631.0,1255.0
batch_1/000085.JPG,2448,3264,Broken glass,2355.0, 1425.0,2429.0,1469.0
batch_1/000086.JPG,2448,3264,Plastic utensils,1246.0, 1052.0,1653.0,1615.0
batch_1/000087.JPG,2448,3264,Paper bag,1018.0, 1125.0,1376.0,1522.0
batch_1/000088.JPG,2448,3264,Can,311.0, 1648.0,1176.0,2501.0
batch_1/000088.JPG,2448,3264,Glass jar,1633.0, 1055.0,2357.0,2251.0
batch_1/000088.JPG,2448,3264,Lid,1833.0, 1055.0,2352.0,1420.0
batch_1/000088.JPG,2448,3264,Paper,829.0, 2.0,2025.0,1269.0
batch_1/000090.JPG,2448,3264,Can,608.0, 439.0,1539.0,1631.0
batch_1/000090.JPG,2448,3264,Food waste,1118.0, 1008.0,1504.0,1388.0
batch_1/000091.JPG,3264,2448,Squeezable tube,0.0, 414.0,2190.0,2015.0
batch_1/000091.JPG,3264,2448,Bottle cap,2593.0, 914.0,3175.0,1355.0
batch_1/000092.JPG,2448,3264,Carton,277.0, 686.0,1410.0,1884.0
batch_1/000092.JPG,2448,3264,Plastic container,1533.0, 926.0,2151.0,1582.0
batch_1/000092.JPG,2448,3264,Plastic bag & wrapper,1535.0, 926.0,2149.0,1451.0
batch_1/000093.JPG,2448,3264,Plastic container,1278.0, 1841.0,1880.0,2495.0
batch_1/000094.JPG,2448,3264,Plastic bag & wrapper,311.0, 729.0,1818.0,2468.0
batch_1/000094.JPG,2448,3264,Food waste,665.0, 936.0,1722.0,1959.0
batch_1/000095.JPG,2448,3264,Plastic bag & wrapper,620.0, 1033.0,2369.0,3194.0
batch_1/000095.JPG,2448,3264,Shoe,959.0, 583.0,1325.0,1104.0
batch_1/000095.JPG,2448,3264,Shoe,480.0, 541.0,963.0,1273.0
batch_1/000096.JPG,2448,3264,Plastic bag & wrapper,597.0, 1008.0,1815.0,2134.0
batch_1/000062.JPG,2448,3264,Can,870.0, 673.0,1490.0,1059.0
batch_1/000062.JPG,2448,3264,Can,1447.0, 829.0,2050.0,1490.0
batch_1/000062.JPG,2448,3264,Bottle,657.0, 1036.0,1492.0,1397.0
batch_1/000062.JPG,2448,3264,Pop tab,1472.0, 1384.0,1581.0,1428.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,0.0, 2135.0,440.0,2880.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,1963.0, 405.0,2044.0,452.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,524.0, 1487.0,1402.0,2914.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,625.0, 2233.0,1028.0,2694.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,1904.0, 49.0,2084.0,197.0
batch_1/000062.JPG,2448,3264,Aluminium foil,2016.0, 1783.0,2133.0,1870.0
batch_1/000062.JPG,2448,3264,Aluminium foil,1065.0, 2681.0,1123.0,2798.0
batch_1/000062.JPG,2448,3264,Paper,1113.0, 411.0,1218.0,591.0
batch_1/000062.JPG,2448,3264,Bottle cap,657.0, 1217.0,737.0,1377.0
batch_1/000098.JPG,2448,3264,Bottle,571.0, 985.0,1018.0,1799.0
batch_1/000098.JPG,2448,3264,Plastic bag & wrapper,1751.0, 2342.0,1925.0,2432.0
batch_1/000098.JPG,2448,3264,Bottle cap,1998.0, 1730.0,2083.0,1797.0
batch_1/000098.JPG,2448,3264,Bottle cap,797.0, 985.0,893.0,1038.0
batch_1/000098.JPG,2448,3264,Pop tab,1913.0, 2526.0,2038.0,2621.0
batch_1/000099.JPG,2448,3264,Plastic bag & wrapper,657.0, 15.0,1210.0,598.0
batch_1/000099.JPG,2448,3264,Lid,850.0, 1772.0,1274.0,2190.0
batch_1/000064.JPG,2448,3264,Cup,913.0, 1077.0,1519.0,1668.0
batch_1/000100.JPG,2448,3264,Cup,930.0, 615.0,1636.0,1324.0
batch_1/000101.JPG,2448,3264,Straw,1040.0, 59.0,1950.0,2311.0
batch_1/000101.JPG,2448,3264,Cup,439.0, 1055.0,1884.0,2428.0
batch_1/000102.JPG,2448,3264,Carton,812.0, 1171.0,2016.0,1996.0
batch_1/000102.JPG,2448,3264,Carton,955.0, 340.0,1995.0,1218.0
batch_1/000102.JPG,2448,3264,Carton,1824.0, 720.0,2434.0,1538.0
batch_1/000102.JPG,2448,3264,Food waste,1177.0, 1887.0,1229.0,1935.0
batch_1/000102.JPG,2448,3264,Food waste,1014.0, 1875.0,1064.0,1921.0
batch_1/000102.JPG,2448,3264,Unlabeled litter,1097.0, 222.0,1203.0,292.0
batch_1/000104.JPG,3264,2448,Blister pack,1958.0, 128.0,2522.0,813.0
batch_1/000104.JPG,3264,2448,Battery,1322.0, 425.0,1633.0,640.0
batch_1/000104.JPG,3264,2448,Can,734.0, 1236.0,1926.0,2389.0
batch_1/000104.JPG,3264,2448,Bottle cap,2245.0, 1878.0,2529.0,2148.0
batch_1/000104.JPG,3264,2448,Bottle cap,2493.0, 1045.0,2753.0,1229.0
batch_1/000104.JPG,3264,2448,Squeezable tube,2493.0, 1044.0,3182.0,2273.0
batch_1/000104.JPG,3264,2448,Squeezable tube,1545.0, 1010.0,1920.0,1465.0
batch_1/000105.JPG,2448,3264,Plastic bag & wrapper,848.0, 1113.0,1947.0,2531.0
batch_1/000106.JPG,2448,3264,Carton,1105.0, 827.0,1861.0,1122.0
batch_1/000106.JPG,2448,3264,Carton,760.0, 1661.0,1283.0,1856.0
batch_1/000106.JPG,2448,3264,Carton,951.0, 2782.0,1250.0,3204.0
batch_1/000106.JPG,2448,3264,Bottle,1680.0, 2500.0,1958.0,3182.0
batch_1/000106.JPG,2448,3264,Bottle,2030.0, 2438.0,2447.0,3073.0
batch_1/000106.JPG,2448,3264,Bottle cap,2112.0, 2439.0,2448.0,2668.0
batch_1/000107.JPG,2448,3264,Can,2039.0, 1606.0,2399.0,2142.0
batch_1/000107.JPG,2448,3264,Plastic bag & wrapper,1909.0, 544.0,2109.0,812.0
batch_1/000107.JPG,2448,3264,Plastic bag & wrapper,2061.0, 501.0,2250.0,787.0
batch_1/000107.JPG,2448,3264,Plastic bag & wrapper,2153.0, 413.0,2345.0,690.0
batch_1/000107.JPG,2448,3264,Pop tab,2223.0, 2025.0,2324.0,2117.0
batch_1/000108.JPG,2448,3264,Rope & strings,821.0, 1683.0,1504.0,2408.0
batch_1/000110.JPG,2448,3264,Plastic bag & wrapper,676.0, 546.0,888.0,838.0
batch_1/000110.JPG,2448,3264,Can,779.0, 2933.0,1019.0,3049.0
batch_1/000111.JPG,2448,3264,Can,844.0, 2332.0,1101.0,2628.0
batch_1/000111.JPG,2448,3264,Can,434.0, 1871.0,621.0,2152.0
batch_1/000111.JPG,2448,3264,Plastic container,839.0, 1845.0,1080.0,2220.0
batch_1/000115.JPG,3264,2448,Carton,1523.0, 1057.0,2087.0,1596.0
batch_1/000115.JPG,3264,2448,Bottle,361.0, 520.0,1059.0,851.0
batch_1/000115.JPG,3264,2448,Bottle cap,993.0, 520.0,1058.0,617.0
batch_1/000115.JPG,3264,2448,Can,2278.0, 759.0,2735.0,972.0
batch_1/000115.JPG,3264,2448,Plastic container,2981.0, 151.0,3264.0,445.0
batch_1/000115.JPG,3264,2448,Paper,2427.0, 845.0,2840.0,1107.0
batch_1/000115.JPG,3264,2448,Unlabeled litter,2728.0, 797.0,2859.0,881.0
batch_1/000115.JPG,3264,2448,Unlabeled litter,2803.0, 116.0,2905.0,229.0
batch_1/000117.JPG,2448,3264,Cup,1555.0, 799.0,1950.0,1301.0
batch_1/000117.JPG,2448,3264,Lid,1591.0, 799.0,1947.0,1118.0
batch_1/000117.JPG,2448,3264,Unlabeled litter,2195.0, 538.0,2265.0,606.0
batch_1/000117.JPG,2448,3264,Paper,2185.0, 1042.0,2297.0,1310.0
batch_1/000118.JPG,2448,3264,Plastic bag & wrapper,831.0, 1289.0,1179.0,1540.0
batch_1/000119.JPG,2448,3264,Food waste,922.0, 1748.0,1414.0,2523.0
batch_1/000120.JPG,2448,3264,Plastic bag & wrapper,593.0, 1208.0,1904.0,2064.0
batch_1/000121.JPG,2448,3264,Bottle cap,728.0, 2087.0,920.0,2291.0
batch_1/000121.JPG,2448,3264,Bottle cap,1050.0, 1243.0,1217.0,1362.0
batch_1/000122.JPG,2448,3264,Bottle cap,654.0, 1783.0,780.0,1897.0
batch_1/000004.jpg,1241,751,Can,649.0, 55.0,742.0,143.0
batch_1/000124.JPG,2448,3264,Styrofoam piece,489.0, 124.0,2250.0,3249.0
batch_1/000124.JPG,2448,3264,Aluminium foil,808.0, 2039.0,1417.0,2755.0
batch_1/000124.JPG,2448,3264,Aluminium foil,1318.0, 2098.0,1691.0,2586.0
batch_1/000127.JPG,2448,3264,Can,1.0, 1727.0,850.0,2944.0
batch_1/000127.JPG,2448,3264,Can,768.0, 1254.0,1730.0,1929.0
batch_1/000127.JPG,2448,3264,Plastic bag & wrapper,0.0, 702.0,877.0,2103.0
batch_1/000127.JPG,2448,3264,Plastic bag & wrapper,200.0, 1601.0,2448.0,3264.0
batch_1/000127.JPG,2448,3264,Plastic bag & wrapper,1.0, 0.0,2448.0,1097.0
batch_1/000127.JPG,2448,3264,Carton,661.0, 97.0,2448.0,1309.0
batch_1/000127.JPG,2448,3264,Carton,1711.0, 1285.0,2447.0,2243.0
batch_1/000127.JPG,2448,3264,Plastic container,0.0, 158.0,1532.0,1314.0
batch_1/000127.JPG,2448,3264,Plastic container,634.0, 71.0,1147.0,234.0
batch_1/000127.JPG,2448,3264,Paper,434.0, 84.0,725.0,272.0
batch_1/000128.JPG,2448,3264,Carton,0.0, 0.0,1528.0,1687.0
batch_1/000128.JPG,2448,3264,Carton,52.0, 71.0,810.0,725.0
batch_1/000128.JPG,2448,3264,Carton,0.0, 1093.0,1936.0,2849.0
batch_1/000128.JPG,2448,3264,Can,1102.0, 861.0,1713.0,1200.0
batch_1/000128.JPG,2448,3264,Can,1505.0, 401.0,2048.0,968.0
batch_1/000128.JPG,2448,3264,Can,1850.0, 1007.0,2448.0,1538.0
batch_1/000128.JPG,2448,3264,Carton,1694.0, 727.0,2296.0,1265.0
batch_1/000128.JPG,2448,3264,Pop tab,2294.0, 1152.0,2448.0,1313.0
batch_1/000128.JPG,2448,3264,Bottle,954.0, 1582.0,2446.0,2872.0
batch_1/000128.JPG,2448,3264,Bottle cap,953.0, 2663.0,1126.0,2874.0
batch_1/000128.JPG,2448,3264,Plastic bag & wrapper,0.0, 2601.0,868.0,3218.0
batch_1/000128.JPG,2448,3264,Aluminium foil,739.0, 2488.0,1443.0,3058.0
batch_1/000128.JPG,2448,3264,Aluminium foil,1447.0, 2388.0,2448.0,3264.0
batch_1/000129.JPG,2448,3264,Carton,0.0, 1139.0,2394.0,3102.0
batch_1/000129.JPG,2448,3264,Can,618.0, 1224.0,867.0,1466.0
batch_1/000129.JPG,2448,3264,Carton,984.0, 901.0,1424.0,1534.0
batch_1/000129.JPG,2448,3264,Carton,1014.0, 805.0,1461.0,1167.0
batch_1/000129.JPG,2448,3264,Carton,1196.0, 549.0,1458.0,825.0
batch_1/000129.JPG,2448,3264,Carton,1479.0, 772.0,2075.0,1100.0
batch_1/000129.JPG,2448,3264,Carton,335.0, 641.0,955.0,1152.0
batch_1/000028.jpg,1537,2049,Cigarette,454.0, 1437.0,490.0,1539.0
batch_1/000068.JPG,2448,3264,Cigarette,170.0, 1508.0,256.0,1662.0
batch_1/000068.JPG,2448,3264,Cigarette,130.0, 1348.0,208.0,1446.0
batch_1/000072.JPG,2448,3264,Cigarette,968.0, 2492.0,1106.0,2618.0
batch_1/000074.JPG,2448,3264,Cigarette,1776.0, 1222.0,1814.0,1232.0
batch_1/000076.JPG,2448,3264,Cigarette,548.0, 1836.0,600.0,1888.0
batch_1/000076.JPG,2448,3264,Cigarette,368.0, 1658.0,424.0,1716.0
batch_1/000076.JPG,2448,3264,Cigarette,302.0, 1634.0,378.0,1714.0
batch_1/000076.JPG,2448,3264,Cigarette,54.0, 1340.0,114.0,1402.0
batch_1/000076.JPG,2448,3264,Cigarette,1180.0, 876.0,1254.0,946.0
batch_1/000076.JPG,2448,3264,Cigarette,1026.0, 1004.0,1096.0,1074.0
batch_1/000081.JPG,2448,3264,Cigarette,1388.0, 2610.0,1452.0,2706.0
batch_1/000085.JPG,2448,3264,Cigarette,1338.0, 1236.0,1412.0,1282.0
batch_1/000085.JPG,2448,3264,Cigarette,1536.0, 1146.0,1654.0,1178.0
batch_1/000085.JPG,2448,3264,Cigarette,1590.0, 1214.0,1714.0,1300.0
batch_1/000085.JPG,2448,3264,Cigarette,1676.0, 1424.0,1710.0,1526.0
batch_1/000085.JPG,2448,3264,Cigarette,1710.0, 1472.0,1814.0,1512.0
batch_1/000085.JPG,2448,3264,Cigarette,1854.0, 1278.0,1882.0,1360.0
batch_1/000086.JPG,2448,3264,Cigarette,740.0, 540.0,862.0,602.0
batch_1/000086.JPG,2448,3264,Cigarette,1396.0, 1630.0,1520.0,1716.0
batch_1/000087.JPG,2448,3264,Cigarette,148.0, 816.0,208.0,888.0
batch_1/000108.JPG,2448,3264,Cigarette,1296.0, 1512.0,1380.0,1628.0
batch_1/000115.JPG,3264,2448,Cigarette,474.0, 496.0,564.0,540.0
batch_1/000115.JPG,3264,2448,Cigarette,898.0, 346.0,936.0,364.0
batch_1/000115.JPG,3264,2448,Cigarette,248.0, 84.0,312.0,112.0
batch_1/000115.JPG,3264,2448,Cigarette,700.0, 1560.0,758.0,1594.0
batch_1/000120.JPG,2448,3264,Cigarette,1822.0, 1026.0,1856.0,1070.0
batch_10/000000.jpg,1824,4000,Bottle,1370.0, 1291.0,1750.0,1441.0
batch_10/000001.jpg,4000,1824,Bottle,247.0, 101.04761,705.0,499.0476
batch_10/000001.jpg,4000,1824,Bottle cap,247.0, 427.0476,324.0,497.0476
batch_10/000001.jpg,4000,1824,Unlabeled litter,295.0, 75.04761,498.0,203.0476
batch_10/000001.jpg,4000,1824,Unlabeled litter,869.0, 718.0476,1295.0,966.0476
batch_10/000001.jpg,4000,1824,Unlabeled litter,851.0, 751.0476,1042.0,937.0476
batch_10/000001.jpg,4000,1824,Squeezable tube,2231.0, 836.0476,2494.0,1042.0476
batch_10/000001.jpg,4000,1824,Unlabeled litter,2436.9524, 873.0476,2519.9524,979.0476
batch_10/000001.jpg,4000,1824,Bottle,2577.0952, 423.0476,2745.0952,562.0476
batch_10/000001.jpg,4000,1824,Unlabeled litter,3007.0952, 874.0476,3071.0952,939.0476
batch_10/000001.jpg,4000,1824,Unlabeled litter,2955.0952, 868.0476,2987.0952,880.0476
batch_10/000001.jpg,4000,1824,Unlabeled litter,1353.7144, 1598.0476,1409.7144,1654.0476
batch_10/000001.jpg,4000,1824,Unlabeled litter,1061.8572, 661.0476,1118.8572,720.0476
batch_10/000001.jpg,4000,1824,Unlabeled litter,3297.0952, 455.0476,3360.0952,474.0476
